PMID,Title
22094953,Associations of ABCB1 3435C&amp;gt;T and IL-10-1082G&amp;gt;A polymorphisms with long-term sirolimus dose requirements in renal transplant patients.
19297219,Influence of CYP2C9 and VKORC1 on warfarin response during initiation of therapy.
21912424,CYP4A11 variant is associated with high-density lipoprotein cholesterol in women.
22328925,Deciphering the interleukin 28B variants that better predict response to pegylated interferon-α and ribavirin therapy in HCV/HIV-1 coinfected patients.
27247849,Genetic variation and cognitive dysfunction in opioid-treated patients with cancer.
23942138,SLCO1B1 genetic variant associated with statin-induced myopathy: a proof-of-concept study using the clinical practice research datalink.
25367448,FTO rs9939609 polymorphism is associated with metabolic disturbances and response to HCV therapy in HIV/HCV-coinfected patients.
19034036,The beta2 adrenergic receptor Gln27Glu polymorphism affects insulin resistance in patients with heart failure: possible modulation by choice of beta blocker.
28819312,Shared peptide binding of HLA Class I and II alleles associate with cutaneous nevirapine hypersensitivity and identify novel risk alleles.
29668752,The CYP1A2 -163C&amp;gt;A polymorphism does not alter the effects of caffeine on basketball performance.
25798582,Involvement of cytochrome P450 1A1 and glutathione S-transferase P1 polymorphisms and promoter hypermethylation in the progression of anti-tuberculosis drug-induced liver injury: a case-control study.
17654295,Pharmacogenetic clinical trial of sustained-release bupropion for smoking cessation.
26670100,"Impact of IL28B, APOH and ITPA Polymorphisms on Efficacy and Safety of TVR- or BOC-Based Triple Therapy in Treatment-Experienced HCV-1 Patients with Compensated Cirrhosis from the ANRS CO20-CUPIC Study."
19802338,"Genetic loci associated with plasma concentration of low-density lipoprotein cholesterol, high-density lipoprotein cholesterol, triglycerides, apolipoprotein A1, and Apolipoprotein B among 6382 white women in genome-wide analysis with replication."
23150149,NAT2 genotype guided regimen reduces isoniazid-induced liver injury and early treatment failure in the 6-month four-drug standard treatment of tuberculosis: a randomized controlled trial for pharmacogenetics-based therapy.
22951632,Underlying genetic structure impacts the association between CYP2B6 polymorphisms and response to efavirenz and nevirapine.
29705271,Effects of human SULT1A3/SULT1A4 genetic polymorphisms on the sulfation of acetaminophen and opioid drugs by the cytosolic sulfotransferase SULT1A3.
25844821,Lansoprazole Is Associated with Worsening Asthma Control in Children with the CYP2C19 Poor Metabolizer Phenotype.
25148458,Aromatase inhibitor-associated bone fractures: a case-cohort GWAS and functional genomics.
27261829,Pharmacogenetics of Potassium Channel Blockers.
24107802,Hyperbilirubinemia in pazopanib- or sunitinib-treated patients in COMPARZ is associated with UGT1A1 polymorphisms.
23071495,"Combinatorial pharmacogenetic interactions of bucindolol and β1, α2C adrenergic receptor polymorphisms."
18855529,Interaction between PPARA genotype and beta-blocker treatment influences clinical outcomes following acute coronary syndromes.
18285551,Association of common C-reactive protein (CRP) gene polymorphisms with baseline plasma CRP levels and fenofibrate response: the GOLDN study.
26313268,"Effects of UGT1A1 genotype on the pharmacokinetics, pharmacodynamics, and toxicities of belinostat administered by 48-hour continuous infusion in patients with cancer."
24892773,PharmGKB summary: very important pharmacogene information for N-acetyltransferase 2.
27217270,Pharmacogenetic Associations of Antipsychotic Drug-Related Weight Gain: A Systematic Review and Meta-analysis.
25461247,Genome-wide association study of virologic response with efavirenz-containing or abacavir-containing regimens in AIDS clinical trials group protocols.
24729586,Secondary metabolism pathway polymorphisms and plasma efavirenz concentrations in HIV-infected adults with CYP2B6 slow metabolizer genotypes.
18509327,Pharmacogenetic pathway analysis of docetaxel elimination.
24549002,Integrating cell-based and clinical genome-wide studies to identify genetic variants contributing to treatment failure in neuroblastoma patients.
26265436,Serotonergic gene variation in substance use pharmacotherapy: a systematic review.
24101478,Humanized mouse model of glucose 6-phosphate dehydrogenase deficiency for in vivo assessment of hemolytic toxicity.
20350125,"Pharmacogenomics of membrane transporters: past, present and future."
29152138,The &lt;i&gt;hOCT1&lt;/i&gt; and &lt;i&gt;ABCB1&lt;/i&gt; polymorphisms do not influence the pharmacodynamics of nilotinib in chronic myeloid leukemia.
26227246,Susceptibility loci for heroin and cocaine addiction in the serotonergic and adrenergic pathways in populations of different ancestry.
28186161,Genetic variants in interferon-λ 4 influences HCV clearance in Chinese Han population.
26729753,Pharmacogenomic Genome-Wide Meta-Analysis of Blood Pressure Response to β-Blockers in Hypertensive African Americans.
22915658,Epigenetic therapy using belinostat for patients with unresectable hepatocellular carcinoma: a multicenter phase I/II study with biomarker and pharmacokinetic analysis of tumors from patients in the Mayo Phase II Consortium and the Cancer Therapeutics Research Group.
16400613,A mutation in para-hydroxybenzoate-polyprenyl transferase (COQ2) causes primary coenzyme Q10 deficiency.
25869015,Clinical validity of new genetic biomarkers of irinotecan neutropenia: an independent replication study.
24353446,"Cytochrome P450 3A4*22, PPAR-α, and ARNT polymorphisms and clopidogrel response."
26461463,Pharmacokinetics of metoprolol during pregnancy and lactation.
18618621,SLC6A4 variation and citalopram response.
24220207,PharmGKB summary: mycophenolic acid pathway.
22765258,Population pharmacokinetics of unbound mycophenolic acid in adult allogeneic haematopoietic cell transplantation: effect of pharmacogenetic factors.
21546862,PharmGKB summary:  citalopram pharmacokinetics pathway.
27767376,Pharmacogenomics and histone deacetylase inhibitors.
19833260,The SLCO1B1*5 genetic variant is associated with statin-induced side effects.
21357676,Sequence variants at CYP1A1-CYP1A2 and AHR associate with coffee consumption.
24024897,RRM1 and RRM2 pharmacogenetics: association with phenotypes in HapMap cell lines and acute myeloid leukemia patients.
26264253,Predictive factors for 24 weeks sustained virologic response (SVR24) and viral relapse in patients treated with simeprevir plus peginterferon and ribavirin.
15453913,Single nucleotide polymorphisms in the apolipoprotein B and low density lipoprotein receptor genes affect response to antihypertensive treatment.
22012471,"ADORA2A Gene variation, caffeine, and emotional processing: a multi-level interaction on startle reflex."
18261733,"Genetic variation at the LDL receptor and HMG-CoA reductase gene loci, lipid levels, statin response, and cardiovascular disease incidence in PROSPER."
22015451,A randomized trial of a single-dose rasburicase versus five-daily doses in patients at risk for tumor lysis syndrome.
24616296,"Adoption of a clinical pharmacogenomics implementation program during outpatient care--initial results of the University of Chicago ""1,200 Patients Project""."
22992668,Pharmacogenomics knowledge for personalized medicine.
26536870,Associations between genetic variants and the effect of letrozole and exemestane on bone mass and bone turnover.
26410689,Development of Human Membrane Transporters: Drug Disposition and Pharmacogenetics.
27966227,Tacrolimus dose requirements in paediatric renal allograft recipients are characterized by a biphasic course determined by age and bone maturation.
25556837,"Methadone dose in heroin-dependent patients: role of clinical factors, comedications, genetic polymorphisms and enzyme activity."
24658827,"The influence of CYP3A, PPARA, and POR genetic variants on the pharmacokinetics of tacrolimus and cyclosporine in renal transplant recipients."
22293536,PharmGKB summary:  caffeine pathway.
20679962,Polymorphisms in type I and II inosine monophosphate dehydrogenase genes and association with clinical outcome in patients on mycophenolate mofetil.
23132553,Impact of the CYP4F2 p.V433M polymorphism on coumarin dose requirement: systematic review and meta-analysis.
20389299,Pazopanib-induced hyperbilirubinemia is associated with Gilbert's syndrome UGT1A1 polymorphism.
23856854,Positive effects of methylphenidate on hyperactivity are moderated by monoaminergic gene variants in children with autism spectrum disorders.
26109805,β-2 Adrenergic receptor gene polymorphism and response to propranolol in cirrhosis.
24710841,Effectiveness of clopidogrel dose escalation to normalize active metabolite exposure and antiplatelet effects in CYP2C19 poor metabolizers.
23252947,Association of carbamazepine major metabolism and transport pathway gene polymorphisms and pharmacokinetics in patients with epilepsy.
22723959,Paraoxonase-1 is not a major determinant of stent thrombosis in a Taiwanese population.
23809542,The CYP2C19*17 variant is not independently associated with clopidogrel response.
28705252,"Efficacy of prospective pharmacogenetic testing in the treatment of major depressive disorder: results of a randomized, double-blind clinical trial."
24217698,Population pharmacokinetic and pharmacogenetic analysis of nevirapine in hypersensitive and tolerant HIV-infected patients from Malawi.
27574448,Polymorphism of CYP3A4 and ABCB1 genes increase the risk of neuropathy in breast cancer patients treated with paclitaxel and docetaxel.
19752398,"Genetic variation at the NPC1L1 gene locus, plasma lipoproteins, and heart disease risk in the elderly."
17622941,Effect of drug transporter genotypes on pravastatin disposition in European- and African-American participants.
19890249,The role of organic anion-transporting polypeptides and their common genetic variants in mycophenolic acid pharmacokinetics.
16201835,A C1173T dimorphism in the VKORC1 gene determines coumarin sensitivity and bleeding risk.
27058899,eNOS polymorphisms and clinical outcome in advanced HCC patients receiving sorafenib: final results of the ePHAS study.
17439540,SLCO1B1 521T--&amp;gt;C functional genetic polymorphism and lipid-lowering efficacy of multiple-dose pravastatin in Chinese coronary heart disease patients.
25889207,"CYP2B6*6, CYP2B6*18, Body weight and sex are predictors of efavirenz pharmacokinetics and treatment response: population pharmacokinetic modeling in an HIV/AIDS and TB cohort in Zimbabwe."
18322281,Genetic determinants of response to warfarin during initial anticoagulation.
23080225,Genome-wide association study of plasma efavirenz pharmacokinetics in AIDS Clinical Trials Group protocols implicates several CYP2B6 variants.
16998491,A high-resolution HLA and SNP haplotype map for disease association studies in the extended human MHC.
23530079,An in vivo drug screening model using glucose-6-phosphate dehydrogenase deficient mice to predict the hemolytic toxicity of 8-aminoquinolines.
20530282,Pharmacogenetic predictors of adverse events and response to chemotherapy in metastatic colorectal cancer: results from North American Gastrointestinal Intergroup Trial N9741.
23486447,Clinical Pharmacogenetics Implementation Consortium guideline for CYP2D6 and CYP2C19 genotypes and dosing of tricyclic antidepressants.
27549341,Polymorphisms in drug-metabolizing enzymes and steady-state exemestane concentration in postmenopausal patients with breast cancer.
23384627,Methacholine PC20 in African Americans and whites with asthma with homozygous genotypes at ADRB2 codon 16.
23788015,"PharmGKB summary: Diuretics pathway, pharmacodynamics."
26491254,A proposal for an individualized pharmacogenetic-guided isoniazid dosage regimen for patients with tuberculosis.
24019752,CYP2C19 polymorphisms in the Thai population and the clinical response to clopidogrel in patients with atherothrombotic-risk factors.
25171759,The MYLIP p.N342S polymorphism is associated with response to lipid-lowering therapy in Brazilian patients with familial hypercholesterolemia.
27711230,The Role of Hepatitis C Virus Core Antigen Testing in the Era of Direct Acting Antiviral Therapies: What We Can Learn from the Protease Inhibitors.
23665868,A meta-analysis of CYP2D6 metabolizer phenotype and metoprolol pharmacokinetics.
20452521,Triglyceride-mediated pathways and coronary disease: collaborative analysis of 101 studies.
27385990,Prospective study of the UGT1A1*27 gene polymorphism during irinotecan therapy in patients with lung cancer: Results of Lung Oncology Group in Kyusyu (LOGIK1004B).
28448657,Association Between SLC16A5 Genetic Variation and Cisplatin-Induced Ototoxic Effects in Adult Patients With Testicular Cancer.
23874514,HLA alleles influence the clinical signature of amoxicillin-clavulanate hepatotoxicity.
30914949,Association Study Among Candidate Genetic Polymorphisms and Chemotherapy-Related Severe Toxicity in Testicular Cancer Patients.
23065688,Glutathione S-transferase P1 single nucleotide polymorphism predicts permanent ototoxicity in children with medulloblastoma.
25637052,Single nucleotide polymorphisms in ABCB1 and CBR1 can predict toxicity to R-CHOP type regimens in patients with diffuse non-Hodgkin lymphoma.
25069381,Mechanisms and assessment of statin-related muscular adverse effects.
23973251,SLC6A4 polymorphisms and age of onset in late-life depression on treatment outcomes with citalopram: a Sequenced Treatment Alternatives to Relieve Depression (STAR*D) report.
25988058,Tumor lysis syndrome and acute anemia in an African-American man with chronic lymphocytic leukemia.
25329996,Effects of cytochrome P450 2C19 and paraoxonase 1 polymorphisms on antiplatelet response to clopidogrel therapy in patients with coronary artery disease.
28112181,IL-3 and CTLA4 gene polymorphisms may influence the tacrolimus dose requirement in Chinese kidney transplant recipients.
19019189,Common candidate gene variants are associated with QT interval duration in the general population.
19924111,"Polymorphisms in GRIK4, HTR2A, and FKBP5 show interactive effects in predicting remission to antidepressant treatment."
23613831,"The KCNH2 genetic polymorphism (1956, C&amp;gt;T) is a novel biomarker that is associated with CCB and α,β-ADR blocker response in EH patients in China."
26977146,The Impacts of SLC22A1 rs594709 and SLC47A1 rs2289669 Polymorphisms on Metformin Therapeutic Efficacy in Chinese Type 2 Diabetes Patients.
18241283,Effect of CYP2C19*2 and *17 mutations on pharmacodynamics and kinetics of proton pump inhibitors in Caucasians.
24816252,An atlas of genetic influences on human blood metabolites.
28184434,Tell-Tale SNPs: The Role of CYP2B6 in Methadone Fatalities.
18070221,"Influence of the CYP2D6*4 polymorphism on dose, switching and discontinuation of antidepressants."
20056557,Mu-opioid receptors are not necessary for nortriptyline treatment of neuropathic allodynia.
28525903,"Polymorphisms in methotrexate transporters and their relationship to plasma methotrexate levels, toxicity of high-dose methotrexate, and outcome of pediatric acute lymphoblastic leukemia."
27859023,Variants in Pharmacokinetic Transporters and Glycemic Response to Metformin: A Metgen Meta-Analysis.
29333880,Pharmacogenetic analysis of opioid dependence treatment dose and dropout rate.
16179085,Safety of the methylene blue plus chloroquine combination in the treatment of uncomplicated falciparum malaria in young children of Burkina Faso [ISRCTN27290841].
26699619,Performance and Value of IFN-Lambda3 and IFN-Lambda4 Genotyping in Patients with Chronic Hepatitis C (CHC) Genotype 2/3 in a Real World Setting.
26911666,Integrative role of vitamin D related and Interleukin-28B genes polymorphism in predicting treatment outcomes of Chronic Hepatitis C.
26417955,Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for UGT1A1 and Atazanavir Prescribing.
23646118,Effects of CYP2C19 loss-of-function variants on the eradication of H. pylori infection in patients treated with proton pump inhibitor-based triple therapy regimens: a meta-analysis of randomized clinical trials.
23166513,RHOA is a modulator of the cholesterol-lowering effects of statin.
26039043,Effects of the CYP3A4*1B Genetic Polymorphism on the Pharmacokinetics of Tacrolimus in Adult Renal Transplant Recipients: A Meta-Analysis.
23859569,OCT1 genetic variants influence the pharmacokinetics of morphine in children.
23677058,Impact of polymorphisms in drug pathway genes on disease-free survival in adults with acute myeloid leukemia.
20981002,Breaking barriers in the genomics and pharmacogenetics of drug addiction.
25155933,Familial risk for alcohol dependence and developmental changes in BMI: the moderating influence of addiction and obesity genes.
15280927,UGT1A1 gene variations and irinotecan treatment in patients with metastatic colorectal cancer.
21502584,Pharmacogenomics: the genetics of variable drug responses.
21689142,Pharmacokinetics and pharmacodynamics following maintenance doses of prasugrel and clopidogrel in Chinese carriers of CYP2C19 variants.
16722833,Pharmacokinetics and response to pravastatin in paediatric patients with familial hypercholesterolaemia and in paediatric cardiac transplant recipients in relation to polymorphisms of the SLCO1B1 and ABCB1 genes.
25545243,"Oxidative stress-related genetic polymorphisms are associated with the prognosis of metastatic gastric cancer patients treated with epirubicin, oxaliplatin and 5-fluorouracil combination chemotherapy."
19671875,Nitric oxide synthase variants and disease-free survival among treated and untreated breast cancer patients in a Southwest Oncology Group clinical trial.
26710337,A Randomized Trial of Pharmacogenetic Warfarin Dosing in Naïve Patients with Non-Valvular Atrial Fibrillation.
18279474,Serotonin transporter polymorphism and bleeding time during SSRI therapy.
25147095,CYP2B6 c.983T&amp;gt;C polymorphism is associated with nevirapine hypersensitivity in Malawian and Ugandan HIV populations.
28002639,Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for CYP2D6 genotype and use of ondansetron and tropisetron.
21851379,The effects of a single nucleotide polymorphism in SLCO1B1 on the pharmacodynamics of pravastatin.
23133602,Pharmacogenetics of efficacy and safety of HCV treatment in HCV-HIV coinfected patients: significant associations with IL28B and SOCS3 gene variants.
20179710,Influence of pharmacogenetics on response and toxicity in breast cancer patients treated with doxorubicin and cyclophosphamide.
19057464,Pharmacogenetic association of the APOA1/C3/A4/A5 gene cluster and lipid responses to fenofibrate: the genetics of lipid-lowering drugs and diet network study.
26111151,PharmGKB summary: peginterferon-α pathway.
26186989,Comparison of functional variants in IFNL4 and IFNL3 for association with HCV clearance.
22547144,"The PPAR alpha gene is associated with triglyceride, low-density cholesterol and inflammation marker response to fenofibrate intervention: the GOLDN study."
20048079,Functional genetic polymorphisms in the aromatase gene CYP19 vary the response of breast cancer patients to neoadjuvant therapy with aromatase inhibitors.
23382909,Glucuronidation by UGT1A1 is the dominant pathway of the metabolic disposition of belinostat in liver cancer patients.
22680342,Influence of CYP2B6 and ABCB1 SNPs on nevirapine plasma concentrations in Burundese HIV-positive patients using dried sample spot devices.
29318894,Attempted validation of 44 reported SNPs associated with tacrolimus troughs in a cohort of kidney allograft recipients.
24126707,Genetic variation in OPRD1 and the response to treatment for opioid dependence with buprenorphine in European-American females.
20876785,In vitro cytochrome P450-mediated metabolism of exemestane.
22474613,HIV-1 antiretroviral drug therapy.
18574025,The largest prospective warfarin-treated cohort supports genetic forecasting.
16355252,"Clines, clusters, and the effect of study design on the inference of human population structure."
21386754,"Cerivastatin, genetic variants, and the risk of rhabdomyolysis."
25611810,Pharmacogenetics of plasma efavirenz exposure in HIV-infected adults and children in South Africa.
20031551,Pharmacogenetic predictors of statin-mediated low-density lipoprotein cholesterol reduction and dose response.
23682072,Characterization of raloxifene glucuronidation: potential role of UGT1A8 genotype on raloxifene metabolism in vivo.
18850169,"Coffee, CYP1A2 genotype and risk of myocardial infarction."
28745549,Prior opioid exposure influences parents' sharing of their children's CYP2D6 research results.
26307985,Impact of Single Nucleotide Polymorphisms (SNPs) on Immunosuppressive Therapy in Lung Transplantation.
22407409,PharmGKB summary:  very important pharmacogene information for CYP3A5.
22307138,Sorafenib is an inhibitor of UGT1A1 but is metabolized by UGT1A9: implications of genetic variants on pharmacokinetics and hyperbilirubinemia.
23913015,PharmGKB summary: methylene blue pathway.
26977927,A New Pharmacogenetic Algorithm to Predict the Most Appropriate Dosage of Acenocoumarol for Stable Anticoagulation in a Mixed Spanish Population.
23305245,Trimethoprim-metformin interaction and its genetic modulation by OCT2 and MATE1 transporters.
23233662,Genome-wide study of methotrexate clearance replicates SLCO1B1.
21358750,Nerve growth factor β polypeptide (NGFB) genetic variability: association with the methadone dose required for effective maintenance treatment.
22566560,Association between common variants near the melanocortin 4 receptor gene and severe antipsychotic drug-induced weight gain.
26730167,First-line eradication for Helicobacter pylori-positive gastritis by esomeprazole-based triple therapy is influenced by CYP2C19 genotype.
22927450,A single-nucleotide polymorphism in CYP2B6 leads to &amp;gt;3-fold increases in efavirenz concentrations in plasma and hair among HIV-infected women.
21178985,Common nonsynonymous substitutions in SLCO1B1 predispose to statin intolerance in routinely treated individuals with type 2 diabetes: a go-DARTS study.
19659438,"CYP2B6 variants and plasma efavirenz concentrations during antiretroviral therapy in Port-au-Prince, Haiti."
29844858,Genetic polymorphism of &lt;i&gt;SLC31A1&lt;/i&gt; is associated with clinical outcomes of platinum-based chemotherapy in non-small-cell lung cancer patients through modulating microRNA-mediated regulation.
28302415,"A prospective study to assess the association between genotype, phenotype and Prakriti in individuals on phenytoin monotherapy."
27524899,Long-term administration of escitalopram in patients with social anxiety disorder in Japan.
19512956,Antiestrogen pathway (aromatase inhibitor).
17485248,CoQ10 deficiency diseases in adults.
25916514,FASTKD2 and human memory: functional pathways and prospects for novel therapeutic target development for Alzheimer's disease and age-associated memory decline.
23199531,Cytochrome P450-mediated drug metabolism in the brain.
21254158,Quantitation of pretreatment serum interferon-γ-inducible protein-10 improves the predictive value of an IL28B gene polymorphism for hepatitis C treatment response.
22954510,Delta and kappa opioid receptor polymorphisms influence the effects of naltrexone on subjective responses to alcohol.
19119263,G-protein-coupled receptor kinase 4 polymorphisms and blood pressure response to metoprolol among African Americans: sex-specificity and interactions.
23119086,Variants identified in a GWAS meta-analysis for blood lipids are associated with the lipid response to fenofibrate.
26715213,"Comprehensive Pharmacokinetic, Pharmacodynamic and Pharmacogenetic Evaluation of Once-Daily Efavirenz 400 and 600 mg in Treatment-Naïve HIV-Infected Patients at 96 Weeks: Results of the ENCORE1 Study."
19371316,CYP2B6 (c.516G--&amp;gt;T) and CYP2A6 (*9B and/or *17) polymorphisms are independent predictors of efavirenz plasma concentrations in HIV-infected patients.
26991336,The impact of genetic polymorphisms on the pharmacokinetics of efavirenz in African children.
23612435,An intronic variant in OPRD1 predicts treatment outcome for opioid dependence in African-Americans.
15024131,Predisposition to abacavir hypersensitivity conferred by HLA-B*5701 and a haplotypic Hsp70-Hom variant.
26267224,Dissecting ancestry genomic background in substance dependence genome-wide association studies.
25287681,Detection of allele specific differences in IFNL3 (IL28B) mRNA expression.
22092036,"Accuracy of various human NAT2 SNP genotyping panels to infer rapid, intermediate and slow acetylator phenotypes."
23799528,Moderation of antipsychotic-induced weight gain by energy balance gene variants in the RUPP autism network risperidone studies.
18547065,Machine learning methods and docking for predicting human pregnane X receptor activation.
21388237,Sexual dysfunction during treatment with serotonergic and noradrenergic antidepressants: clinical description and the role of the 5-HTTLPR.
19074728,Relative contribution of CYP2C9 and VKORC1 genotypes and early INR response to the prediction of warfarin sensitivity during initiation of therapy.
27997040,Clinical pharmacogenetics implementation consortium guideline (CPIC) for CYP2D6 and CYP2C19 genotypes and dosing of tricyclic antidepressants: 2016 update.
28261382,Efficacy and safety of telaprevir- and simeprevir-based triple therapies for older patients with chronic hepatitis C.
25115783,Methaemoglobinaemia in a G6PD-deficient child treated with rasburicase.
26779253,An Expanded Analysis of Pharmacogenetics Determinants of Efavirenz Response that Includes 3'-UTR Single Nucleotide Polymorphisms among Black South African HIV/AIDS Patients.
29755652,Correlation of MDR1 gene polymorphism with propofol combined with remifentanil anesthesia in pediatric tonsillectomy.
22006096,"Genomics of ADME gene expression: mapping expression quantitative trait loci relevant for absorption, distribution, metabolism and excretion of drugs in human liver."
26463708,Association of Variants in Candidate Genes with Lipid Profiles in Women with Early Breast Cancer on Adjuvant Aromatase Inhibitor Therapy.
20130494,Association of common variants of CYP4A11 and CYP4F2 with stroke in the Han Chinese population.
20523342,IGF2BP2 variations influence repaglinide response and risk of type 2 diabetes in Chinese population.
24071851,Emerging landscape of oncogenic signatures across human cancers.
26857349,Genetic variation among 82 pharmacogenes: The PGRNseq data from the eMERGE network.
24084768,Aromatase inhibitor-induced modulation of breast density: clinical and genetic effects.
28244812,Primary care providers' use of pharmacist support for delivery of pharmacogenetic testing.
24853734,Genetic variants in transcription factors are associated with the pharmacokinetics and pharmacodynamics of metformin.
17434923,Functional characterization of single-nucleotide polymorphisms and haplotypes of human N-acetyltransferase 2.
18838503,"Expression and functional analysis of CYP2D6.24, CYP2D6.26, CYP2D6.27, and CYP2D7 isozymes."
18281305,Impact of CYP2B6 983T&amp;gt;C polymorphism on non-nucleoside reverse transcriptase inhibitor plasma concentrations in HIV-infected patients.
28243137,Increased risk of hospitalization for ultrarapid metabolizers of cytochrome P450 2D6.
21808284,Gender-stratified gene and gene-treatment interactions in smoking cessation.
19779319,"CYP2B6, CYP2A6 and UGT2B7 genetic polymorphisms are predictors of efavirenz mid-dose concentration in HIV-infected patients."
29352482,Influence of pharmacogenetic polymorphisms and demographic variables on metformin pharmacokinetics in an admixed Brazilian cohort.
29737521,Age- and Genotype-Dependent Variability in the Protein Abundance and Activity of Six Major Uridine Diphosphate-Glucuronosyltransferases in Human Liver.
18539621,Polymorphisms within the adenosine receptor 2a gene are associated with adverse events in RA patients treated with MTX.
21281405,"Coffee, ADORA2A, and CYP1A2: the caffeine connection in Parkinson's disease."
26877068,Race-Specific Influence of CYP4F2 on Dose and Risk of Hemorrhage Among Warfarin Users.
22130800,Vitamin K antagonists in children with heart disease: height and VKORC1 genotype are the main determinants of the warfarin dose requirement.
21441248,Integration of population pharmacokinetics and pharmacogenetics: an aid to optimal nevirapine dose selection in HIV-infected individuals.
26801900,Pharmacogenetics driving personalized medicine: analysis of genetic polymorphisms related to breast cancer medications in Italian isolated populations.
30304062,KIF6 gene as a pharmacogenetic marker for lipid-lowering effect in statin treatment.
26164721,"Individual and Combined Associations of Genetic Variants in CYP3A4, CYP3A5, and SLCO1B1 With Simvastatin and Simvastatin Acid Plasma Concentrations."
21684175,"alcohol, smoking, and caffeine in relation to fecundability, with effect modification by NAT2."
24762860,"Cytochrome p450 gene variants, race, and mortality among clopidogrel-treated patients after acute myocardial infarction."
28638221,Prevalence of &lt;i&gt;IFNL3&lt;/i&gt; rs4803217 single nucleotide polymorphism and clinical course of chronic hepatitis C.
26441325,ITPA Polymorphisms Are Associated with Hematological Side Effects during Antiviral Therapy for Chronic HCV Infection.
25974703,Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for CYP2D6 and CYP2C19 Genotypes and Dosing of Selective Serotonin Reuptake Inhibitors.
23478884,Clopidogrel and warfarin pharmacogenetic tests: what is the evidence for use in clinical practice?
22108237,The use of a DNA biobank linked to electronic medical records to characterize pharmacogenomic predictors of tacrolimus dose requirement in kidney transplant recipients.
19056598,"Association between glucokinase regulatory protein (GCKR) and apolipoprotein A5 (APOA5) gene polymorphisms and triacylglycerol concentrations in fasting, postprandial, and fenofibrate-treated states."
26637161,UGT1A1 genotype-dependent dose adjustment of belinostat in patients with advanced cancers using population pharmacokinetic modeling and simulation.
29290749,Rasburicase-induced Hemolytic Anemia in an Adolescent With Unknown Glucose-6-Phosphate Dehydrogenase Deficiency.
26880915,Pharmacogenetics of Risperidone and Cardiovascular Risk in Children and Adolescents.
19676097,FKBP5 polymorphisms and antidepressant response in geriatric depression.
28605058,Cardiovascular Pharmacogenomics and Cognitive Function in Patients with Schizophrenia.
27091191,A candidate gene investigation of methylphenidate response in adult attention-deficit/hyperactivity disorder patients: results from a naturalistic study.
19996755,Serotonin transporter triallelic genotype and response to citalopram and risperidone in dementia with behavioral symptoms.
25504915,Factors affecting time to maintenance dose in patients initiating warfarin.
27026620,Developing knowledge resources to support precision medicine: principles from the Clinical Pharmacogenetics Implementation Consortium (CPIC).
21270786,CPIC: Clinical Pharmacogenetics Implementation Consortium of the Pharmacogenomics Research Network.
24648345,Comparative functional analysis of DPYD variants of potential clinical relevance to dihydropyrimidine dehydrogenase activity.
27441996,Standardizing terms for clinical pharmacogenetic test results: consensus terms from the Clinical Pharmacogenetics Implementation Consortium (CPIC).
17302989,Development of AMSTAR: a measurement tool to assess the methodological quality of systematic reviews.
23687529,Reformulation of controlled-release oxycodone and pharmacy dispensing patterns near the US-Canada border.
22166985,Minireview: Glucagon in the pathogenesis of hypoglycemia and hyperglycemia in diabetes.
24885489,The use of global positional satellite location in dementia: a feasibility study for a randomised controlled trial.
21593296,Four weeks of treatment with liraglutide reduces insulin dose without loss of glycemic control in type 1 diabetic patients with and without residual beta-cell function.
22877499,External validity in healthy public policy: application of the RE-AIM tool to the field of housing improvement.
23321218,Adherence to wearing prescription custom-made footwear in patients with diabetes at high risk for plantar foot ulceration.
23980939,"Utilization, benefits, and impact of an e-consultation service across diverse specialties and primary care providers."
24375570,A noninvasive handheld assistive device to accommodate essential tremor: a pilot study.
19480676,Can abuse deterrent formulations make a difference? Expectation and speculation.
26597979,"Protocolised Management In Sepsis (ProMISe): a multicentre randomised controlled trial of the clinical effectiveness and cost-effectiveness of early, goal-directed, protocolised resuscitation for emerging septic shock."
22184555,The prevalence of chronic pain in Canada.
24800858,Monitoring of internet forums to evaluate reactions to the introduction of reformulated OxyContin to deter abuse.
27002113,Genetic manipulation for inherited neurodegenerative diseases: myth or reality?
24956937,Integration of existing systematic reviews into new reviews: identification of guidance needs.
19841152,Attributable hospital cost and length of stay associated with health care-associated infections caused by antibiotic-resistant gram-negative bacteria.
26092286,ROBIS: A new tool to assess risk of bias in systematic reviews was developed.
19133110,Chemotherapeutic treatment efficacy and sensitivity are increased by adjuvant alternating electric fields (TTFields).
26903338,The Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3).
18616818,Methods for the thematic synthesis of qualitative research in systematic reviews.
26576762,"Diagnostic imaging capabilities of the Ocelot -Optical Coherence Tomography System, ex-vivo evaluation and clinical relevance."
19366754,Ethical issues in stem cell research.
20925938,"A randomized, placebo-controlled, double-blind, prospective trial to evaluate the effect of vildagliptin in new-onset diabetes mellitus after kidney transplantation."
22000347,Global spread of Carbapenemase-producing Enterobacteriaceae.
27445618,Systematic Review of Multidisciplinary Chronic Pain Treatment Facilities.
20224959,Nationwide epidemiologic survey of idiopathic osteonecrosis of the femoral head.
